"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"407","LOC105667689","gene2550","FGFR1 oncogene partner 2 homolog",1005
"9249","LOC105676530","gene1096","transcription factor SUM-1",7654.5
"9216","LOC105676497","gene1094","afadin- and alpha-actinin-binding protein-like",1465.5
"9181","LOC105676462","gene1090","uncharacterized LOC105676462",394
"46","LOC105667328","gene2217","bifunctional arginine demethylase and lysyl-hydroxylase PSR",1428
"4064","LOC105671346","gene5939","serine-arginine protein 55",1570.75
"4227","LOC105671509","gene5930","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2",439
"4225","LOC105671507","gene5931","pseudouridine-5'-phosphatase",1349
"3929","LOC105671211","gene5933","transcription initiation factor TFIID subunit 10-like",621
"1032","LOC105668314","gene3030","nitrogen permease regulator 2-like protein",1325.5
"12185","LOC105679466","gene1540","NEDD8-conjugating enzyme UBE2F-like",1379
"11422","LOC105678703","gene12678","uncharacterized LOC105678703",489
"11595","LOC105678876","gene12670","RNA 3'-terminal phosphate cyclase-like protein",1252
"11594","LOC105678875","gene12671","tRNA-specific adenosine deaminase 1",1402
"11597","LOC105678878","gene12672","39S ribosomal protein L4, mitochondrial",1146
"11596","LOC105678877","gene12673","uncharacterized LOC105678877",1333
"11421","LOC105678702","gene12677","mitochondrial inner membrane protein COX18",2098.33333333333
"2712","LOC105669994","gene4687","probable ribosome biogenesis protein RLP24",801
"9478","LOC105676759","gene10866","uncharacterized LOC105676759",883.666666666667
"6213","LOC105673495","gene7941","THAP domain-containing protein 1-like",821
"11313","LOC105678594","gene12455","dnaJ homolog subfamily C member 8",2579
"11166","LOC105678447","gene12451","proteasome inhibitor PI31 subunit",986
"11164","LOC105678445","gene12452","non-homologous end-joining factor 1-like",1086.33333333333
"5550","LOC105672832","gene7266","hemK methyltransferase family member 2",1409
"5545","LOC105672827","gene7263","probable G-protein coupled receptor B0563.6",3788
"5542","LOC105672824","gene7261","protein GPR107",3277
"4059","LOC105671341","gene6016","uncharacterized LOC105671341",2530.5
"4060","LOC105671342","gene6017","malonyl-CoA decarboxylase, mitochondrial-like",2117
"4071","LOC105671353","gene6010","NHP2-like protein 1 homolog",771
"6979","LOC105674261","gene8493","uncharacterized LOC105674261",1367
"719","LOC105668001","gene2840","EP300-interacting inhibitor of differentiation 3-like",1395
"739","LOC105668021","gene2845","alpha-tocopherol transfer protein-like",654
"6104","LOC105673386","gene7745","vacuolar fusion protein MON1 homolog A",2085
"6106","LOC105673388","gene7746","pre-mRNA-splicing factor 38A",1108
"6715","LOC105673997","gene8179","uncharacterized LOC105673997",1360
"6618","LOC105673900","gene8177","40S ribosomal protein S21",407
"9668","LOC105676949","gene11108","",495.5
"11499","LOC105678780","gene12552","protein penguin",2225
"8074","LOC105675355","gene9602","protein msta, isoform B-like",2260
"11452","LOC105678733","gene1303","",157.428571428571
"7125","LOC105674407","gene8823","",2010.33333333333
"7300","LOC105674582","gene8799","protein krasavietz",1747
"5562","LOC105672844","gene778","putative inositol monophosphatase 3",1487
"5552","LOC105672834","gene779","cell growth-regulating nucleolar protein",1212
"5893","LOC105673175","gene802","ras-related protein Rab-2",2426
"7273","LOC105674555","gene8796","jmjC domain-containing protein 7",1321
"6066","LOC105673348","gene804","transcription elongation factor SPT4",613
"6175","LOC105673457","gene7805","fatty acid synthase-like",6783
"2965","LOC105670247","gene4874","uncharacterized LOC105670247",413
"2348","LOC105669630","gene4309","uncharacterized LOC105669630",406
"9127","LOC105676408","gene10500","2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3-like",2689
"9126","LOC105676407","gene10503","COP9 signalosome complex subunit 3",1731
"8972","LOC105676253","gene10506","active regulator of SIRT1-like",652
"9987","LOC105677268","gene119","uncharacterized LOC105677268",1441
"11972","LOC105679253","gene13082","uncharacterized LOC105679253",1305
"4851","LOC105672133","gene6652","protein phosphatase 1 regulatory subunit 42-like",2075
"4998","LOC105672280","gene6655","XK-related protein 6",2390
"4999","LOC105672281","gene6656","dynein light chain roadblock-type 2",753
"9406","LOC105676687","gene10769","uncharacterized LOC105676687",1041
"9431","LOC105676712","gene10764","actin-binding Rho-activating protein-like",1053.4
"10009","LOC105677290","gene11235","UPF0687 protein C20orf27 homolog",975
"1999","LOC105669281","gene3973","uncharacterized LOC105669281",1537
"10432","LOC105677713","gene11725","ubiquinol-cytochrome-c reductase complex assembly factor 1",1068
"10008","LOC105677289","gene11236","uncharacterized LOC105677289",1781
"10430","LOC105677711","gene11723","60S ribosomal export protein NMD3",2155
"11339","LOC105678620","gene12487","vacuolar protein-sorting-associated protein 25",811
"10431","LOC105677712","gene11721","translation initiation factor eIF-2B subunit alpha",1221
"11776","LOC105679057","gene12950","protein canopy homolog 2",1504
"395","LOC105667677","gene2538","zinc carboxypeptidase-like",1496
"5264","LOC105672546","gene7014","galactoside 2-alpha-L-fucosyltransferase 2-like",3340.5
"4469","LOC105671751","gene6223","protein-lysine N-methyltransferase mettl10",784
"4468","LOC105671750","gene6222","ferrochelatase, mitochondrial",1457
"12701","LOC105679982","gene2029","probable cysteine--tRNA ligase, mitochondrial",1779.66666666667
"1945","LOC105669227","gene3878","40S ribosomal protein S15",582
"1889","LOC105669171","gene3872","60S ribosomal protein L15",815.5
"8511","LOC105675792","gene9815","melanoma-associated antigen G1-like",1639
"2475","LOC105669757","gene4521","serine proteinase stubble",2713
"2479","LOC105669761","gene4524","uncharacterized LOC105669761",2862
"2124","LOC105669406","gene4091","UBX domain-containing protein 6",1373
"7471","LOC105674752","gene8955","uncharacterized LOC105674752",1322
"10359","LOC105677640","gene11594","protein GDAP2 homolog",6093
"10100","LOC105677381","gene11590","UPF0609 protein C4orf27 homolog",1653
"2863","LOC105670145","gene4781","dynein light chain 1, axonemal-like",1190
"10207","LOC105677488","gene11379","TM2 domain-containing protein CG10795",998.5
"5116","LOC105672398","gene6821","probable tubulin polyglutamylase TTLL1",3360
"5118","LOC105672400","gene6820","probable 39S ribosomal protein L23, mitochondrial",627
"5101","LOC105672383","gene6828","uncharacterized LOC105672383",3951
"6495","LOC105673777","gene8092","uncharacterized LOC105673777",2527
"6523","LOC105673805","gene8098","protein SEC13 homolog",1206
"5074","LOC105672356","gene6791","coiled-coil domain-containing protein 115",770
"5072","LOC105672354","gene6790","uncharacterized LOC105672354",1644
"5058","LOC105672340","gene6793","A disintegrin and metalloproteinase with thrombospondin motifs 12-like",3126.5
"5071","LOC105672353","gene6795","guanine nucleotide-binding protein subunit beta-like protein 1",1264.5
"5060","LOC105672342","gene6794","tyrosine--tRNA ligase, mitochondrial",1627
"6221","LOC105673503","gene7848","probable tRNA(His) guanylyltransferase",1828
"6222","LOC105673504","gene7849","V-type proton ATPase subunit d",1742
"7323","LOC105674605","gene8898","putative inner dynein arm light chain, axonemal",4313
"6224","LOC105673506","gene7846","thioredoxin-2",587
"1138","LOC105668420","gene343","THAP domain-containing protein 1-like",959
"1687","LOC105668969","gene3683","uncharacterized LOC105668969",909
"8450","LOC105675731","gene9919","uncharacterized LOC105675731",342
"8495","LOC105675776","gene9948","uncharacterized LOC105675776",888
"8434","LOC105675715","gene9941","uncharacterized LOC105675715",738.5
"6274","LOC105673556","gene7948","uncharacterized LOC105673556",4006
"1910","LOC105669192","gene3933","uncharacterized LOC105669192",1207.5
"7463","LOC105674744","gene8957","rRNA methyltransferase 2, mitochondrial",1989.5
"31","LOC105667313","gene2234","spermatogenesis-defective protein 39 homolog",1361
"7048","LOC105674330","gene8756","",671.333333333333
"7659","LOC105674940","gene9053","uncharacterized LOC105674940",1336
"7660","LOC105674941","gene9052","phosducin-like protein",1168.33333333333
"7642","LOC105674923","gene9055","uncharacterized LOC105674923",4587
"1528","LOC105668810","gene3542","leucine-rich repeat protein 1-like",1520
"1512","LOC105668794","gene3546","putative inorganic phosphate cotransporter",4087
"1515","LOC105668797","gene3544","thioredoxin domain-containing protein 5",1739
"4140","LOC105671422","gene5916","S-methyl-5'-thioadenosine phosphorylase",1276
"3920","LOC105671202","gene5915","uncharacterized protein C17orf59 homolog",1106.75
"1913","LOC105669195","gene3938","LYR motif-containing protein 4",534
"2307","LOC105669589","gene4219","ribosomal protein 63, mitochondrial",628
"11431","LOC105678712","gene12616","HEAT repeat-containing protein 3",2158.5
"11627","LOC105678908","gene12612","adenine phosphoribosyltransferase",1013
"11381","LOC105678662","gene12613","DET1- and DDB1-associated protein 1",1437
"11615","LOC105678896","gene12610","zinc finger MYND domain-containing protein 10",1695
"367","LOC105667649","gene2498","E3 ubiquitin-protein ligase MARCH8-like",1947
"369","LOC105667651","gene2499","E3 ubiquitin-protein ligase RNF4-like",814.666666666667
"316","LOC105667598","gene2490","uncharacterized LOC105667598",1598
"11789","LOC105679070","gene12920","NAD-dependent protein deacetylase Sirt4-like",1449
"11788","LOC105679069","gene12921","eukaryotic translation initiation factor 3 subunit H",1129
"4620","LOC105671902","gene6381","ell-associated factor Eaf",1330
"11791","LOC105679072","gene12928","zinc finger Ran-binding domain-containing protein 2",2167
"11934","LOC105679215","gene12929","uncharacterized LOC105679215",2776
"4652","LOC105671934","gene6387","translational activator of cytochrome c oxidase 1",903
"11446","LOC105678727","gene12691","transmembrane protein 223",1099.5
"5524","LOC105672806","gene7202","rRNA methyltransferase 3, mitochondrial",1656
"5895","LOC105673177","gene71","",523
"5964","LOC105673246","gene72","",253.166666666667
"4261","LOC105671543","gene6075","intraflagellar transport protein 57 homolog",2283
"4264","LOC105671546","gene6077","intraflagellar transport protein 43 homolog",754
"4262","LOC105671544","gene6078","isthmin-like",1213
"2624","LOC105669906","gene4564","sorting nexin-16",2282
"708","LOC105667990","gene2829","solute carrier family 25 member 38-like",1090.33333333333
"6272","LOC105673554","gene7947","28S ribosomal protein S35, mitochondrial",1115
"9029","LOC105676310","gene10413","protein bric-a-brac 1",1710
"6696","LOC105673978","gene8156","zinc finger protein 260-like",2774
"6677","LOC105673959","gene8153","uncharacterized LOC105673959",2262
"6093","LOC105673375","gene7672","STAM-binding protein",2761
"9904","LOC105677185","gene11169","protein FAM161A",3118.5
"9883","LOC105677164","gene11164","39S ribosomal protein L11, mitochondrial",963
"9882","LOC105677163","gene11160","ras-related protein Rab-43",2421
"12535","LOC105679816","gene1859","protein KBP homolog",1769
"12536","LOC105679817","gene1858","KIF1-binding protein homolog",1180
"12534","LOC105679815","gene1857","uncharacterized LOC105679815",1947
"674","LOC105667956","gene288","40S ribosomal protein S26",483
"657","LOC105667939","gene289","uncharacterized LOC105667939",774
"596","LOC105667878","gene282","uncharacterized LOC105667878",894
"668","LOC105667950","gene287","PEST proteolytic signal-containing nuclear protein-like",848
"10559","LOC105677840","gene11782","tetraspanin-9",2267
"10549","LOC105677830","gene11787","GPI mannosyltransferase 1",1907
"10548","LOC105677829","gene11786","probable tyrosyl-DNA phosphodiesterase",2188
"7727","LOC105675008","gene9209","26S proteasome non-ATPase regulatory subunit 6",1456
"9123","LOC105676404","gene10562","uncharacterized LOC105676404",2276
"9122","LOC105676403","gene10561","nuclear migration protein nudC",1661
"11981","LOC105679262","gene13061","N-acetylglucosamine-6-sulfatase-like",1860.3
"11974","LOC105679255","gene13067","vacuolar protein sorting-associated protein 33A",2047
"11985","LOC105679266","gene13065","protein NipSnap",1838
"10765","LOC105678046","gene114","embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein",1042
"4912","LOC105672194","gene6676","solute carrier family 12 member 8",3133
"4914","LOC105672196","gene6675","survival of motor neuron-related-splicing factor 30",1230
"4913","LOC105672195","gene6672","uncharacterized LOC105672195",1879
"9484","LOC105676765","gene10785","serine/threonine-protein kinase polo",4136
"9459","LOC105676740","gene10788","uncharacterized protein F21D5.5",1876
"11451","LOC105678732","gene130","squamous cell carcinoma antigen recognized by T-cells 3-like",2907
"12674","LOC105679955","gene2008","DNA-directed RNA polymerase II subunit RPB11",861
"5375","LOC105672657","gene7079","70 kDa peptidyl-prolyl isomerase",1670
"12669","LOC105679950","gene2004","WD repeat-containing protein 66-like",4441
"410","LOC105667692","gene2555","U6 snRNA phosphodiesterase",1153.5
"12686","LOC105679967","gene2001","B-cell CLL/lymphoma 7 protein family member B",1255.5
"4397","LOC105671679","gene6247","charged multivesicular body protein 1b-like",1520
"4391","LOC105671673","gene6243","KN motif and ankyrin repeat domain-containing protein 1-like",4646.25
"4399","LOC105671681","gene6242","BET1 homolog",1186
"4398","LOC105671680","gene6241","probable ribosome production factor 1",1113
"4393","LOC105671675","gene6240","THUMP domain-containing protein 3-like",1599
"9370","LOC105676651","gene10720","odorant receptor 13a-like",1078
"11625","LOC105678906","gene12559","synaptobrevin-1",883
"11570","LOC105678851","gene12558","vesicle-associated membrane protein 2",2108
"10780","LOC105678061","gene12008","uncharacterized LOC105678061",511
"10800","LOC105678081","gene12002","discoidin domain-containing receptor 2-like",4646
"10755","LOC105678036","gene12007","uncharacterized LOC105678036",2359
"11624","LOC105678905","gene12556","uncharacterized LOC105678905",1077.5
"7633","LOC105674914","gene956","uncharacterized LOC105674914",1770.5
"12601","LOC105679882","gene1669","protein PFC0760c",2508
"12313","LOC105679594","gene1660","transmembrane protein 256 homolog",844
"12624","LOC105679905","gene1662","putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase",1369
"12625","LOC105679906","gene1663","uncharacterized LOC105679906",915
"12384","LOC105679665","gene1665","probable U3 small nucleolar RNA-associated protein 11",1169
